Word,TF-IDF Score
repbradwenstrup,17.813903179185736
honors,17.812035884099984
wait,17.8086454258032
death,17.779147960998564
near,17.778056647491194
oklahoma,17.777229988355188
busy,17.759946649456584
guest,17.75972721467675
projects,17.745426268095404
goal,17.744155262159257
thehill,17.734841101441496
admin,17.725279392561966
50589,17.725069217356584
leave,17.714733603700154
housebudgetgop,17.700112922414295
backbone,17.676813553692707
break,17.671053127805912
plant,17.669187265046173
stream,17.649052291537057
later,17.631742259540843
bureau,17.62804156024666
learned,17.614652773023057
simpler,17.610269766683572
elected,17.6099438744028
leads,17.599128941430497
artists,17.582635158965896
betterway,17.57837679545755
iowa,17.5718178191399
heritage,17.56559759692608
kind,17.54019465205512
rebuilding,17.5060015078212
resource,17.49666228800917
chemical,17.496047249948468
youtube,17.492366634603613
shut,17.485496616317683
innovative,17.4737874704536
sector,17.46985002061897
cochair,17.461273293053413
greggharper,17.457017132175277
healthy,17.454087668696477
inspiring,17.45144694320063
gets,17.445666502661123
playing,17.41118805290634
average,17.38546757675833
updated,17.38044656676246
louisiana,17.360933389901426
topics,17.344038487998642
housesmallbiz,17.34396124291056
approach,17.34119042919726
holds,17.32955095217605
construction,17.32939746512011
truth,17.315974338402043
fought,17.30584373796463
schedule,17.29155516295311
natural,17.29088690009629
producers,17.2800277504382
forever,17.279474216593286
generation,17.25235526829921
term,17.243287129503695
died,17.22737049015041
uscbo,17.225331356921462
colorado,17.207658817241814
reported,17.16926048988288
operations,17.154317543760044
privacy,17.139594414330514
strengthening,17.11837319207749
amendments,17.10896075421833
quick,17.098463796680118
official,17.096521021363056
remains,17.084351370623153
constitutional,17.081460944715964
skills,17.03727136954309
darrellissa,16.986465968517823
flags,16.977471713591683
absolutely,16.96795425332477
mariabartiromo,16.93513692447573
closed,16.92499070529785
submissions,16.914057588428026
testifies,16.901427888261114
understand,16.90037186421582
direct,16.899024164882427
alongside,16.880589010033773
impacts,16.871315484969116
told,16.863153545402877
cyber,16.863111745273326
campaign,16.85492339648063
allowing,16.85455478990185
addressing,16.853564385409907
showing,16.84329204868502
customers,16.823411283895172
accepting,16.821802235391807
eastern,16.82123891137044
region,16.816127854875965
longer,16.795957529273487
greater,16.79568653484312
cfpb,16.79334124273527
creators,16.789436532778062
treatment,16.784585371755174
pres,16.749684804246336
wisconsin,16.740002483229734
awards,16.70233417072649
branch,16.68637875952691
attorney,16.679022844145422
dems,16.660979177857982
iranian,16.644794372346315
grace,16.61392074107855
stronger,16.60475761176425
awarded,16.59621083480998
highlight,16.578869084987385
borders,16.564013133359378
person,16.525340966723075
responsibility,16.522780597963642
reagan,16.513414639349346
presidents,16.5011765431975
lowered,16.44140736845904
70th,16.440826510443895
briefing,16.437314080450893
housing,16.434185422358244
assad,16.41775229879342
advance,16.41770067441113
repseanduffy,16.413966216108022
road,16.410388218007554
native,16.406799380983955
steel,16.399211754554642
light,16.37820454704175
goes,16.374633230379043
underway,16.351962906503562
deserves,16.328525628461488
puerto,16.304127560886627
complicated,16.29601086056711
running,16.290034116725586
repryancostello,16.289081699409913
feel,16.281780889820745
teamcavuto,16.280096067761434
french,16.27518738581893
championship,16.271367831150506
repgregwalden,16.258790179434193
apply,16.2568753527231
requires,16.252993594632795
slaughter,16.238139426822844
congratulate,16.234410502284696
springs,16.232671267472863
utah,16.225280022688562
respect,16.222170493645873
percent,16.220860661048533
cnbc,16.212428708467677
single,16.211090797046595
confirmed,16.192294373087137
abortion,16.180237994065866
bank,16.17159419597473
uschamber,16.162846296757657
answers,16.150388993487606
increasing,16.1366415294811
marine,16.066399533171836
organizations,16.061571757059102
repbyrne,16.055854535633156
despite,16.040383423287793
site,16.031857104178197
millennials,16.031712827888146
mean,16.027721440327348
acting,16.02167270461332
tcot,16.021629278183607
idea,16.016479554923816
decisions,16.002031539631876
winter,15.99120128636104
repryanzinke,15.965287116866742
longterm,15.95328098522011
jewish,15.91077374074698
campus,15.908517684107743
overhaul,15.882615078326944
snow,15.875111016698273
poverty,15.849595283327272
maine,15.84440808091229
restoration,15.83410611710027
attention,15.818760649139834
survey,15.813491860143474
confirmation,15.775586381383723
countless,15.768112114288497
corps,15.767557276200197
path,15.760097444243497
replukemesser,15.753086790459957
table,15.745462507086394
welcoming,15.7448729014987
perfect,15.732686181297574
parkland,15.728262594338107
patrick,15.71708674371556
nafta,15.716915158772686
usarmyreserve,15.713624766082459
irandeal,15.712092267871235
employment,15.707344843139513
isis,15.693309016861251
reach,15.669439201288023
encouraged,15.635481729325685
townhall,15.624915059215525
hiring,15.613630620971124
strategy,15.580811611348953
criminal,15.580585290670069
regulation,15.563648392649956
enterprise,15.548034545045414
expansion,15.544639361055708
consumer,15.52761171189523
incredibly,15.517139915333821
crumbs,15.511775158425344
organization,15.496349541594622
responsible,15.484902189376424
entrepreneurs,15.482573743067517
risen,15.480342052977361
wwii,15.480194189850911
sheriff,15.479624789419626
reps,15.47061124835682
mrsb1stgraders,15.44884793790061
repjimbanks,15.446378438529695
jeff,15.439614809181215
commissioner,15.431131880942162
terrorist,15.419113232091181
chairing,15.385198047328435
repandybarr,15.383568962490072
tha,15.381942923187673
begins,15.354135836659415
mrs,15.332499775455183
ability,15.311875276828356
essential,15.272976498864892
push,15.272674124893701
chat,15.261679235080237
powerful,15.245734053864474
storm,15.238501263919932
dhsgov,15.238344946529152
known,15.232939039979858
flotus,15.205141928675191
passover,15.190264482172408
50th,15.175957610126916
turn,15.173971414381423
task,15.15951907811649
rico,15.15671124017059
meaningful,15.148328143755322
favor,15.135024109166373
pro,15.10760695827236
actually,15.10618335331244
volunteers,15.098745274569767
korean,15.090194189093713
status,15.079597548821818
mind,15.075176783761945
peterroskam,15.055419295257371
introducing,15.049454591625818
supply,15.046176507681801
robwittman,15.042255756583371
hospital,15.01028991937784
soldiers,14.993592414816549
changing,14.987792198747922
nationalparkweek,14.961233309606552
modern,14.94937136949997
promised,14.946353205817761
strongly,14.94433726127743
hardearned,14.933376711049869
happeningnow,14.926537457298402
robert,14.925341403275306
lincoln,14.92347946272366
judge,14.915259356127548
effective,14.899696136368103
fantastic,14.89481343687423
disease,14.887937374453536
alert,14.88640038381501
ally,14.875908713851773
production,14.871461670151662
tennessee,14.855549912417883
provisions,14.83320509505098
speaks,14.827511934344622
went,14.813117710857721
allowed,14.77729561035876
authority,14.763140880236723
rotunda,14.7468085230491
firsthand,14.742504219834519
dairy,14.713355252269098
republicanstudy,14.702556239856783
louise,14.700348101751516
examining,14.696343715188691
star,14.668639647089105
