Word,TF-IDF Score
listen,51.21245375427248
decision,51.198150416771796
barbara,51.16494439154278
fund,50.82670580582027
korea,50.729466943062505
smallbusinessweek,50.69497522028215
ways,50.6904199550692
ready,50.57603406334278
incredible,50.56171986867458
border,50.48461033075004
graham,50.37971653917178
recently,50.2582099518129
story,50.24615369389495
real,50.09930598423879
natresources,50.07375964204286
impact,49.95490536386394
place,49.870095467150634
houseagnews,49.83863743374612
appreciate,49.80983668894727
giving,49.630437252738275
nuclear,49.53588191630001
issue,49.51335364341797
whitehouse,49.48303722320553
republicans,49.43644030867953
research,49.268068743956384
taxpayers,49.08724777739184
growth,48.74189831876633
paychecks,48.71225393627058
recovery,48.65992876408455
hours,48.57710688546796
bring,48.531630300247016
improve,48.47496962293868
line,48.310403986594245
force,48.06972180133505
free,47.92290752277329
obama,47.85564271819563
troops,47.723574793159216
repkevinbrady,47.657508654418585
representatives,47.60491339377114
recognize,47.58163376313252
schumershutdown,47.5164263199885
major,47.36119520230191
held,47.30279320833964
weekly,47.22907310344784
programs,47.194950465678964
file,46.96405255242851
violence,46.88221268716615
commitment,46.85151752542135
department,46.571404904698426
mactxpress,46.478897639687915
director,46.459961516954095
says,46.38980602581891
rule,46.34575645438091
online,46.31607246504317
wonderful,46.29141160803682
voting,46.164561722910456
weekend,46.1587664751679
share,46.04302758920502
wages,45.97961186948886
housejudiciary,45.90582690441466
obamacare,45.8789328810716
student,45.842532459212634
growing,45.78893395081543
saturday,45.77506630821813
millions,45.23834911135151
freedom,45.21988764291182
anniversary,45.034639423465094
easter,45.01937929945058
colleague,44.97044423390647
association,44.96331310406775
chair,44.8979578263535
soon,44.80451153777041
create,44.75113364848525
thankful,44.6692749808395
billy,44.64381970355237
video,44.63862467328905
release,44.58870025740189
process,44.57637930092972
development,44.46461694998148
michigan,44.464363387236745
visited,44.411387127894315
unemployment,44.30247107591842
central,44.069765809437705
earlier,44.046852079156686
teachers,44.00363120789748
released,43.94705423122546
oversight,43.90620254256369
schools,43.66569521786574
middle,43.607971324062035
delegation,43.54772180830856
provides,43.39649676201296
days,43.26140481950612
policies,43.22006697463415
raise,43.19808763525378
veteran,43.193036295448636
sent,43.03007890723456
mike,42.878319327692694
workforce,42.85194776150258
regulations,42.82782020856527
rate,42.75203560088
believe,42.74874720746362
industry,42.74465336253088
repgoodlatte,42.62944466771073
stopping,42.54488089198253
fy19,42.52936535596802
took,42.45885768005689
fellow,42.386792370189625
priorities,42.35117945261964
reminder,42.31882331964878
opening,42.29804343361193
think,42.28136893800518
march,42.16347164134333
friday,42.069723132565635
south,41.92178826949646
2018farmbill,41.87727355862725
academy,41.68842090485165
role,41.66155288326005
jimjordan,41.59660849889817
daca,41.55639799517831
finally,41.4827710259155
lower,41.46007971971207
love,41.450423383604395
holding,41.35960881653898
epidemic,41.318523695985874
memo,41.15963865770547
insurance,41.15027337863764
protecting,40.91205557829378
hill,40.837478902937825
interview,40.81762164465102
stopped,40.72181240128162
things,40.63250179119143
following,40.47555590268235
king,40.45091338170645
ohio,40.4156408226056
attack,40.40061947665254
second,40.299837569660006
snap,40.104952511559055
true,40.079932949130125
came,40.02009219969852
passes,39.937460336675
save,39.84190442927881
stay,39.8089798865152
solutions,39.790852532543454
prescription,39.786913912486575
blessed,39.72066704818796
justice,39.686038646652214
loved,39.673130124528996
resolution,39.55300591425875
power,39.52223774112612
alabama,39.47567380477867
social,39.362301021457135
citizens,39.09266624576495
ceremony,39.084003513502175
caucus,39.005199301462994
heroes,38.942019998791764
tco,38.85808649086585
secure,38.853869382037345
dc,38.70533130523561
result,38.6997814698639
hurricane,38.68424781345046
keeping,38.632083600325664
repmccaul,38.587476478537376
fighting,38.55720001281938
owners,38.54467049840366
white,38.50261713529031
union,38.492622802969905
opportunities,38.4874566523241
lead,38.33188616029332
leader,38.285858097858736
rights,38.23092609644652
cspan,38.13954050958619
class,38.08269195859109
lady,38.01957788841391
allow,37.95298920311949
train,37.80717196116419
peace,37.766507937209916
russia,37.704304191216806
syria,37.58001007508408
chance,37.535996049213935
opioidcrisis,37.51512968674323
fair,37.513272220962165
past,37.4373359050994
forget,37.418369606235984
credit,37.39738817759836
stories,37.37172057892353
officials,37.30922913467059
sacrifice,37.1918609957919
kids,37.03633701771578
general,37.02981642391239
west,37.003764670255244
emergency,36.98174591903713
mother,36.97165158929393
announcement,36.947313943468025
number,36.91323895252962
current,36.84371436712364
attend,36.76374377431745
info,36.65019284061227
order,36.62697787426382
positive,36.538644998873515
residents,36.453538790879236
grow,36.33081365412415
foreign,36.29124155803316
financial,36.214536741425036
record,36.205869286333815
healthcare,36.195464974880615
california,36.166345701799045
data,36.14330107666623
regulatory,36.114509694728795
abuse,36.08733135588742
joint,36.074877769327614
gopleader,36.06713816267126
using,36.02924047070853
committed,36.02024238330841
cathymcmorris,35.96774437478662
named,35.88060055023142
rates,35.83300164969103
votes,35.77959102085246
missed,35.77352638361301
househomeland,35.74009488247732
progrowth,35.70573095780619
especially,35.67829548308292
voice,35.52813398580897
calling,35.45397790414041
training,35.44767951224932
vietnam,35.31152339271239
food,35.2755609212964
details,35.25019119495606
choice,35.24459054063972
continuing,35.15498858086695
republican,35.150768437193356
disaster,35.14271506251609
breakfast,35.13191799327156
shutdown,35.0423939946705
heart,34.96424133879274
wish,34.85358155888102
interior,34.83204682289295
review,34.823667740801014
case,34.8083733447343
host,34.788622113598805
conversation,34.772236871662095
repmarkwalker,34.752086566324294
assistance,34.6910002624826
speaker,34.48751177135675
clear,34.37771332628108
sign,34.359293803099185
farmbill,34.35841842759519
uniform,34.34081047965001
worked,34.33609410819893
politics,34.319558063318
dedicated,34.202418740254444
company,34.18701930982183
makes,34.17359255050861
spend,34.15160811970409
housescience,34.14604553537431
leading,34.002990792590005
regarding,33.96111768399343
john,33.922741914706386
askbuddy,33.9161870278879
serving,33.90191999637405
area,33.88588302589185
blue,33.81612325613697
game,33.7961713988149
heard,33.748169755455706
griffith,33.72679525823061
providing,33.69544623669667
investment,33.69511013765736
legacy,33.634682087406134
medical,33.53348605364257
fact,33.53218647062458
wife,33.515199534940706
individuals,33.47913356869087
applaud,33.42319265346831
effort,33.3982190884017
outdated,33.35780997054186
roundtable,33.334467832663734
vital,33.30244934180264
marks,33.282394109446436
received,33.16314382026107
asked,33.15327393564796
harvey,33.085861932627765
moving,33.020285643173466
1000,32.994666000481466
tgowdysc,32.952985379501484
privilege,32.84700092437337
benefit,32.72868368838442
agreement,32.719892595118026
jerusalem,32.718223533946116
saddened,32.66316084768723
ones,32.5822264941216
army,32.559959136022464
investigation,32.4937741298017
college,32.47403333360698
largest,32.41639482184524
announce,32.39476833834984
entire,32.34024214704686
fy19ndaa,32.2345992701076
funds,32.2302562383632
chip,32.22609069373311
moment,32.16498528487563
winning,32.14956740922122
productive,32.10026055831696
final,32.04551234763632
justinamash,32.023479391331605
reauthorization,31.85899991570183
behalf,31.812437078113057
amazing,31.808694207910744
everyday,31.759835842712114
response,31.664506466738324
fy18,31.64297792115321
smallbiz,31.564957606133838
bigger,31.546571445044542
list,31.530529821602354
honoring,31.525247143746377
martin,31.500878447809836
zuckerberg,31.494735846525806
space,31.390330583178102
10am,31.386749222497876
political,31.268281822897663
science,31.24617319806684
mayor,31.153734899572388
indiana,31.088405197305523
debate,31.062267630747602
click,31.05491583239591
interested,31.024546455432276
higher,31.003896173617846
valley,30.96852981061916
savings,30.96417623997952
luck,30.90968683351619
prevent,30.9096840153566
york,30.813720887806777
monday,30.801066521300484
ahead,30.773222811143135
hosted,30.753073741611697
wednesday,30.734296880241875
progress,30.71984264336523
fullcmte,30.701260729967437
receiving,30.66525859352113
approved,30.608149446033575
continued,30.59858817779647
board,30.59499485104883
ndaa,30.548756366755565
enewsletter,30.53638272723735
encourage,30.46169568918564
deadline,30.392443231910676
gave,30.387133109297622
taxpayer,30.383705738043435
innovation,30.35204956059134
technology,30.295120368204717
pompeo,30.286727203313333
present,30.242565192701477
international,30.192873210053655
optimism,30.157927735710178
increased,30.118067738772194
bringing,30.084773245835823
senator,29.93499739995048
guard,29.9149248719215
responders,29.878846306569372
secretarysonny,29.831469341467773
drphilroe,29.780007989683373
huge,29.7718618433228
press,29.761805968235723
request,29.758029197204344
capital,29.734377778815272
included,29.72249019631124
talked,29.688510753982875
urging,29.628960990347505
level,29.583963325048778
expand,29.569268580743376
participate,29.558536350219082
nasa,29.52058022558278
agency,29.50136979950869
vets,29.476930863491212
change,29.47603375830789
reforms,29.44861678795918
months,29.443955560241832
christmas,29.43776837528354
february,29.413945377516193
memorial,29.404749152684232
strengthen,29.403426226738407
illegal,29.377815999909952
protection,29.37067125721493
awareness,29.235893754942246
evening,29.235453257178968
park,29.19826896340928
used,29.183412585335226
given,29.11604037538895
enjoy,29.009851227697908
started,28.94403451009989
conawaytx11,28.934837932295522
fully,28.860060777374564
helps,28.838179872723035
uscapitol,28.797646334610473
testify,28.784616311737675
highest,28.693404586305054
represent,28.681699759062226
project,28.674861104500724
officer,28.619644112137436
houseforeign,28.59236734483791
deeply,28.496987525359206
council,28.492681126547673
piece,28.4820875790865
accountability,28.40624829916129
prayer,28.397650797962267
truly,28.38795328516142
message,28.34100883451795
shooting,28.338721108796474
minutes,28.301666246515357
facility,28.26517594452311
success,28.124182567913685
considering,28.117370829039558
problem,28.06856370462745
weather,28.067951790430897
deliver,28.05663290217687
ryan,28.051013286715442
embassy,28.036290076616588
conservative,27.974382166087324
fisa,27.9654819080065
control,27.94860696309908
package,27.928667229141602
commerce,27.90902963262104
georgia,27.905360355097372
plans,27.902919445677227
beautiful,27.891777819009285
mission,27.842918416668702
miss,27.840844657763398
secretaryzinke,27.819284978079526
build,27.774325166341296
invest,27.76786892093489
hero,27.761701210388903
2016,27.757938502225
debt,27.678599033802644
works,27.667632310297844
thousands,27.644365180905336
times,27.590472840351232
close,27.58188276032814
speech,27.575649542928158
utility,27.49482341782075
left,27.483588048168496
called,27.453627880413634
hasc,27.446661287559543
subhealth,27.441012467054065
authorization,27.418571097408993
challenges,27.350223810666673
includes,27.32807520696905
loss,27.279511594471415
gopoversight,27.26849387076329
building,27.25114943762483
sharing,27.24883701798605
hurdonthehill,27.243212120017485
forces,27.227574539464477
series,27.193953773216766
2000,27.188920273572165
securing,27.177114194178635
joins,27.157869301978653
thursday,27.15179780848131
chamber,27.08928155556993
mobile,27.057792406525223
tariffs,27.030864196651407
concerns,26.991304004291734
field,26.962950895631625
trip,26.954901145634857
coffee,26.865250334323527
remain,26.86235679845952
fiscal,26.82924616770026
introduce,26.805498459138818
luther,26.78541773364205
lowest,26.759010473519773
ca08,26.72311392933063
proposal,26.633852672097678
early,26.631481665059905
little,26.562138212248655
gives,26.538927044313674
text,26.525132137304833
faith,26.4925495525511
really,26.45577476586922
spent,26.441814287529883
hoosiers,26.408091231606942
winner,26.377699444868743
newsletter,26.360458621681165
dollars,26.355499940811356
land,26.355334655910887
armed,26.352171812190132
affected,26.22132330662809
meetings,26.202504106468023
tomcoleok04,26.16493202440517
takes,26.136890407728302
strength,26.132921853063223
priority,26.11705338318955
duty,25.999682120067714
thing,25.957902494055542
season,25.919085792428714
accountable,25.862358256240537
allies,25.82051772790072
edworkforce,25.7597713110844
foxandfriends,25.749382316707262
executive,25.701032324511118
chief,25.69899107687766
seen,25.61958328454179
manufacturing,25.60958406789413
example,25.59930637032619
confidence,25.596017517188425
actions,25.58019754751495
website,25.56723914583309
proposed,25.54899770936553
recognized,25.532984957570868
rest,25.5061556727198
available,25.41725458205475
begin,25.40212818492474
intelligence,25.382653098552762
common,25.37385530434637
solution,25.352208763976225
delivering,25.344793357781903
play,25.333464101508877
facing,25.321658315320242
spring,25.320762888611302
putting,25.31938304352476
send,25.243661322090595
private,25.21772417801296
fema,25.098676827829163
banks,25.073398827809935
living,25.065682642695478
recognizing,24.992661342418575
navy,24.95776336840939
standing,24.951321303409614
russian,24.87813660530021
carolina,24.84146484111783
view,24.809804630951216
transport,24.807703558105718
centers,24.778483495047666
point,24.722900506138895
medicare,24.72041054533346
combating,24.71748239351739
21st,24.714278521532883
added,24.69638285518442
outstanding,24.613015983766708
successful,24.60493822354003
sexual,24.56939286372781
remarks,24.55736293420482
east,24.530080024041155
supported,24.528479839965776
usda,24.490596176305612
according,24.481778190895614
innocent,24.440346830126078
impacted,24.40802132823291
away,24.38349306310309
personal,24.335214941867907
counties,24.333259634018866
taken,24.330084141179906
regime,24.29631653151012
attending,24.295875861549227
comey,24.26250096900994
employee,24.24960089860317
nationalpoliceweek,24.249442124923018
river,24.199853169915624
repmarkmeadows,24.195269388953484
investing,24.18930786511156
return,24.168897759768086
beginning,24.164962381837082
seniors,24.15556800558709
ensuring,24.14209859584478
face,24.118903503504782
bless,24.099861443502597
expanding,24.09776038105597
supports,24.0263282417646
htt,24.02500637958768
repdianeblack,24.014580310888988
talks,24.001322488077225
catch,23.954450158404683
fosta,23.923655715246195
housefloor,23.91351861276629
risk,23.90240815327163
virginia,23.86103354640167
telephone,23.84436287811984
china,23.823119840611835
cutting,23.81122402372553
usreprodney,23.798207715301604
transparency,23.79102855298789
tuesday,23.78503908086122
hour,23.779544846760164
moms,23.770008270639078
late,23.757045012105564
sanctions,23.74652754361252
repeal,23.73132855329868
increases,23.73104310281186
claims,23.727525711406933
fallen,23.701730304446922
cosponsor,23.657688990652737
announces,23.615544567082495
biggest,23.60276270112678
events,23.589649330749854
words,23.567783338327242
upcoming,23.50794990065035
medal,23.47570941445007
deptvetaffairs,23.451200996595393
advocate,23.441606378673537
threat,23.423453794408783
greatest,23.4223287025652
defend,23.41369438996576
retirement,23.402684331968377
appreciation,23.39362538755391
readiness,23.38513720324918
individual,23.36002632050409
investments,23.332406626457814
comes,23.26491709318411
minnesota,23.2499376216464
dedication,23.234058593203304
deputy,23.22360558752149
cost,23.199480951867162
participated,23.19217258335573
constitution,23.130230651679287
forum,23.111999088316
follow,23.093701057635364
asking,23.081298187868867
terrorism,22.959671596159414
lawmakers,22.951873530198355
western,22.941420846937426
focus,22.861011369739952
urge,22.84864765447333
needed,22.8242687647517
paid,22.794212533623206
standard,22.786637412207845
shared,22.78225087304819
balanced,22.781238694484767
helped,22.745601536634755
century,22.745377079485973
idaho,22.73059338335918
sense,22.70894071579984
pm,22.668448532989004
appreciated,22.660148393534765
exciting,22.61149686219364
directly,22.595247190498426
broadband,22.58295655162517
hearings,22.560204675669986
mn02,22.553277909114016
paul,22.534501763110907
election,22.518815013000275
headed,22.507026254328512
involved,22.472956636486334
signing,22.453339453012745
lake,22.449981304877447
decades,22.439803788401864
texans,22.439213391722973
submit,22.43192648406362
session,22.409285281366277
repedroyce,22.402731318016375
income,22.30842544622051
court,22.297674898451355
waste,22.285383815877633
woman,22.214727185141175
fairer,22.203113980696205
laws,22.18869075024089
changes,22.18122828956422
independence,22.17615550091988
comprehensive,22.166937892279428
currently,22.117578024626702
affairs,22.10962007933396
repstevewomack,22.080844886622845
potential,21.9698498845858
page,21.906546402420343
baseball,21.868885735968206
challenge,21.844583262681244
promise,21.763104048898825
touring,21.759293092415458
thanksgiving,21.730926675828293
westerncaucus,21.702919141611517
wrote,21.6658706153422
fort,21.663354003418252
favorite,21.519897215757307
rules,21.511342802276793
gopfuture,21.49720017460493
kentucky,21.491732916231175
sending,21.403444970939542
aviation,21.396993739841577
missouri,21.342235982153888
grant,21.330274445464394
society,21.31315181932076
cosponsored,21.296051265610853
repjohnkatko,21.283528936044515
attended,21.272783258946106
mattis,21.266340008811483
closer,21.218368733715174
created,21.191624425873474
sanctuary,21.18248752482525
article,21.172518145920904
link,21.156690830202365
transportation,21.149470592456883
govt,21.144606299331294
updates,21.092678830022212
post,21.08690793172696
sacrifices,21.0699173839425
steps,21.05291122233062
wall,21.002876989650126
ranchers,21.000941927946897
patients,20.998383605057583
tragic,20.993637498170244
global,20.987015135418066
media,20.967746372807802
tell,20.964646202919468
trust,20.940341640963794
senior,20.937706959573447
offices,20.936067232338782
career,20.934675143921403
2019,20.91990446874932
rodneydavis,20.919522898300446
offer,20.905031430444556
costs,20.899990469669433
keeps,20.887788275118638
possible,20.881534494429832
pray,20.872938125374912
clinton,20.86059707033705
mueller,20.83978604677561
answer,20.82671947072275
results,20.800188018334413
housevetaffairs,20.7833915530988
virginiafoxx,20.780287189223063
nebraska,20.744293513025983
dcexaminer,20.68472867670293
cancer,20.663781791631273
representative,20.651375634229012
deduction,20.641297685105627
failed,20.633507701226865
majority,20.63283863807268
tc,20.61382440497916
clean,20.60769222217628
reduce,20.574835055750622
opioids,20.56494495563652
looks,20.560095798768998
flood,20.506302245528797
posey,20.495630841804278
champion,20.474033370356356
significant,20.470444509138673
sayfie,20.45501392403929
street,20.417439824215577
labor,20.4160670446949
listening,20.4160623066877
scott,20.392531006833398
summer,20.352953204958894
prevention,20.352806971858545
tragedy,20.340322503054875
calls,20.331967286582273
panel,20.321454264559694
dakota,20.272424476711695
arkansas,20.27183780143286
delivered,20.256879087062288
agencies,20.235811210069375
unacceptable,20.2283547899814
deptofdefense,20.224059540062996
simple,20.212640749734483
varneyco,20.20438591439044
rebuild,20.164263346588555
sensenbrenner,20.148890566766763
teacher,20.143212058795584
james,20.141273021631868
manufacturers,20.138793966236754
extend,20.12277205986324
repdesantis,20.116781964757912
survivors,20.108309529058783
consider,20.10074099557865
filing,20.044651512388427
reverend,20.04303397332794
counsel,20.038664207189473
practice,20.009375893910768
gold,20.00695846764023
boost,19.98883347596941
va05,19.97659049096316
excellent,19.97234451658329
shows,19.927097213912013
club,19.897553790812328
improving,19.8823018250609
father,19.864614930639856
weeks,19.85448860491411
repcurbelo,19.825986794283093
coast,19.820156588703032
management,19.778330490889115
environment,19.7738591808036
stands,19.760784067550667
sessions,19.743529206317053
matter,19.724722381474418
dangerous,19.72020416072687
raises,19.70808304844676
petesessions,19.696101451384905
restore,19.683929321239493
cities,19.65844607426269
testimony,19.64483650823269
focused,19.637345718006337
drugs,19.506297517608488
summit,19.48812815046215
short,19.468699089484407
date,19.468347042322616
assist,19.457151325116705
roslehtinen,19.45664277655975
tech,19.45521317076831
irma,19.438193313987888
ongoing,19.4363829847734
agenda,19.436221038600205
examine,19.422252118216704
parks,19.420061402517128
affordable,19.37143935830759
necessary,19.369837916238275
provided,19.365364016659395
administrator,19.297262109257844
recognition,19.290752636347186
brought,19.278056492576155
presented,19.271485841287692
highlights,19.259687065658234
permanent,19.25805729784039
americanewsroom,19.239226003251776
quality,19.209551402703298
reports,19.150559363389906
officially,19.132165925497958
toured,19.123884962878332
wants,19.11958766120174
usnavy,19.092202083169262
ambassador,19.069784264145614
modernize,19.067784475419508
music,19.052370854139273
taxcuts,19.042190701840664
paycheck,19.03481675430376
drive,19.034433404784206
weapons,19.0175494760316
onthisday,19.00841801607459
thrilled,18.992550116722924
lamarsmithtx21,18.980171764619538
parents,18.97152753589055
george,18.9666132293576
artwork,18.946446557805054
injured,18.894542904721526
shortly,18.879593046230468
stem,18.846353462272177
participating,18.845848867661935
wrong,18.84559084088248
holocaust,18.842596918076982
merry,18.839635219044027
southern,18.83888732759635
jecrepublicans,18.829624781099778
promote,18.807727442029044
hoosier,18.748751160898102
wage,18.727494318974998
saying,18.7231664638658
learning,18.716631545531346
difference,18.688858254350045
celebration,18.673899286049675
spirit,18.67347822710554
nationalagday,18.602030248147983
creating,18.59935732710615
advocates,18.575779867893715
rephensarling,18.561758985125884
houston,18.540344796125066
johnson,18.53137068468082
paying,18.521598294208108
reflect,18.518636105096505
grand,18.513717319488055
prolife,18.50636368042846
tools,18.50543008657165
neighbors,18.49394812833837
tremendous,18.464207286755112
terror,18.443824136932143
constituent,18.440123750953997
threats,18.379488427807136
reason,18.37674618595885
al03,18.37339958658711
lakes,18.372037403418926
dream,18.35508634989764
market,18.350415579071196
elementary,18.34357070856339
courage,18.335537198462898
sunday,18.330425488086505
main,18.320041079759942
david,18.31253759828731
nationaldayofprayer,18.301207880071466
lunch,18.251073762963664
fy18ndaa,18.248953790392285
killed,18.242150470536302
employers,18.227642171992194
levels,18.220574412920953
crime,18.21416803034122
regional,18.1914843081091
utpol,18.189515799370167
illinois,18.18719480110678
inviting,18.148487082054032
january,18.146344391803083
recipients,18.134121640136538
areas,18.130823436496343
travel,18.122986717792028
condolences,18.109603713094945
damage,18.099948466633286
head,18.083343926665385
radio,18.07077241224851
raising,18.065952592919512
additional,18.038919493696945
southjersey,18.03541154238712
managing,17.98376742918082
nice,17.95841771389956
commend,17.955038201757446
victory,17.95480022181306
library,17.951059809050772
mental,17.910775084853125
coverage,17.903252247190586
heading,17.89825624046596
youth,17.887090773131238
trillion,17.884719946135974
exactly,17.872822501808503
smith,17.87277718362592
flag,17.817711355946646
